Context,Code,Occupation
50,53-7081.00,Refuse and Recyclable Material Collectors
50,17-2199.08,Robotics Engineers
50,43-9111.00,Statistical Assistants
50,17-2199.10,Wind Energy Engineers
49,49-2097.00,Audiovisual Equipment Installers and Repairers
49,49-2091.00,Avionics Technicians
49,13-1199.04,Business Continuity Planners
49,27-2022.00,Coaches and Scouts
49,15-1299.08,Computer Systems Engineers/Architects
49,47-2081.00,Drywall and Ceiling Tile Installers
49,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians
49,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
49,25-1064.00,"Geography Teachers, Postsecondary"
49,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
49,17-2199.05,Mechatronics Engineers
49,31-1122.00,Personal Care Aides
49,43-5061.00,"Production, Planning, and Expediting Clerks"
49,49-9097.00,Signal and Track Switch Repairers
49,17-3031.00,Surveying and Mapping Technicians
49,13-1151.00,Training and Development Specialists
48,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
48,25-1031.00,"Architecture Teachers, Postsecondary"
48,51-1011.00,First-Line Supervisors of Production and Operating Workers
48,19-2042.00,"Geoscientists, Except Hydrologists and Geographers"
48,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
48,27-3091.00,Interpreters and Translators
48,51-4061.00,"Model Makers, Metal and Plastic"
48,31-1133.00,Psychiatric Aides
48,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
48,19-3041.00,Sociologists
48,25-2051.00,"Special Education Teachers, Preschool"
48,27-2023.00,"Umpires, Referees, and Other Sports Officials"
47,45-2021.00,Animal Breeders
47,25-1122.00,"Communications Teachers, Postsecondary"
47,15-1299.03,Document Management Specialists
47,11-3121.00,Human Resources Managers
47,11-3051.00,Industrial Production Managers
47,15-1212.00,Information Security Analysts
47,39-3021.00,Motion Picture Projectionists
46,17-3027.01,Automotive Engineering Technicians
46,15-2099.01,Bioinformatics Technicians
46,51-8013.04,Hydroelectric Plant Technicians
46,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
46,49-3043.00,Rail Car Repairers
46,17-3024.01,Robotics Technicians
45,47-2011.00,Boilermakers
45,25-1011.00,"Business Teachers, Postsecondary"
45,15-2051.02,Clinical Data Managers
45,51-2031.00,Engine and Other Machine Assemblers
45,51-8092.00,Gas Plant Operators
45,19-3092.00,Geographers
45,17-3026.00,Industrial Engineering Technologists and Technicians
45,29-2012.00,Medical and Clinical Laboratory Technicians
45,17-2199.07,Photonics Engineers
45,53-5011.00,Sailors and Marine Oilers
45,25-1067.00,"Sociology Teachers, Postsecondary"
44,15-2041.01,Biostatisticians
44,47-2021.00,Brickmasons and Blockmasons
44,39-3092.00,Costume Attendants
44,15-1242.00,Database Administrators
44,35-9021.00,Dishwashers
44,51-9194.00,Etchers and Engravers
44,47-5081.00,Helpers--Extraction Workers
44,13-1111.00,Management Analysts
44,19-4051.02,Nuclear Monitoring Technicians
44,27-1027.00,Set and Exhibit Designers
44,15-1299.01,Web Administrators
43,17-2031.00,Bioengineers and Biomedical Engineers
43,15-1241.00,Computer Network Architects
43,15-1243.00,Database Architects
43,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
43,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
43,19-2032.00,Materials Scientists
43,17-2161.00,Nuclear Engineers
43,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
43,25-9044.00,"Teaching Assistants, Postsecondary"
42,15-2011.00,Actuaries
42,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
42,13-2031.00,Budget Analysts
42,47-2051.00,Cement Masons and Concrete Finishers
42,35-2013.00,"Cooks, Private Household"
42,51-9081.00,Dental Laboratory Technicians
42,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
42,17-3013.00,Mechanical Drafters
42,53-7064.00,"Packers and Packagers, Hand"
42,17-3029.08,Photonics Technicians
42,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
42,19-2099.01,Remote Sensing Scientists and Technologists
42,19-4061.00,Social Science Research Assistants
42,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
42,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
41,51-8099.01,Biofuels Processing Technicians
41,19-4031.00,Chemical Technicians
41,27-2032.00,Choreographers
41,17-2061.00,Computer Hardware Engineers
41,51-9162.00,Computer Numerically Controlled Tool Programmers
41,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
41,25-1125.00,"History Teachers, Postsecondary"
41,19-2041.03,Industrial Ecologists
41,51-4041.00,Machinists
41,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers"
41,17-3026.01,Nanotechnology Engineering Technologists and Technicians
41,47-2171.00,Reinforcing Iron and Rebar Workers
40,17-2041.00,Chemical Engineers
40,47-5023.00,"Earth Drillers, Except Oil and Gas"
40,13-1074.00,Farm Labor Contractors
40,19-1022.00,Microbiologists
40,49-9044.00,Millwrights
40,51-5111.00,Prepress Technicians and Workers
40,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
40,43-9081.00,Proofreaders and Copy Markers
40,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
40,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
40,51-6093.00,Upholsterers
39,25-1052.00,"Chemistry Teachers, Postsecondary"
39,51-6092.00,Fabric and Apparel Patternmakers
39,19-4013.00,Food Science Technicians
39,47-3012.00,Helpers--Carpenters
39,17-2199.09,Nanosystems Engineers
39,19-4099.03,Remote Sensing Technicians
38,19-3011.00,Economists
38,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
38,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
38,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
38,53-7041.00,Hoist and Winch Operators
38,15-2031.00,Operations Research Analysts
38,47-2141.00,"Painters, Construction and Maintenance"
38,51-5113.00,Print Binding and Finishing Workers
38,13-1041.07,Regulatory Affairs Specialists
37,25-1032.00,"Engineering Teachers, Postsecondary"
37,49-9099.01,Geothermal Technicians
37,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
37,53-7051.00,Industrial Truck and Tractor Operators
37,51-6011.00,Laundry and Dry-Cleaning Workers
37,45-4022.00,Logging Equipment Operators
37,49-9095.00,Manufactured Building and Mobile Home Installers
37,47-2142.00,Paperhangers
37,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
37,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
37,15-1254.00,Web Developers
36,19-3011.01,Environmental Economists
36,17-2141.01,Fuel Cell Engineers
36,19-1042.00,"Medical Scientists, Except Epidemiologists"
36,47-2072.00,Pile Driver Operators
36,51-8013.00,Power Plant Operators
36,47-2022.00,Stonemasons
35,19-1029.01,Bioinformatics Scientists
35,51-8013.03,Biomass Plant Technicians
35,13-2041.00,Credit Analysts
35,29-2011.02,Cytotechnologists
35,51-2051.00,Fiberglass Laminators and Fabricators
35,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
35,49-9043.00,"Maintenance Workers, Machinery"
35,39-5092.00,Manicurists and Pedicurists
35,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
35,49-9081.00,Wind Turbine Service Technicians
34,43-9021.00,Data Entry Keyers
34,51-2023.00,Electromechanical Equipment Assemblers
34,13-2099.01,Financial Quantitative Analysts
34,53-7071.00,Gas Compressor and Gas Pumping Station Operators
34,17-2112.03,Manufacturing Engineers
34,29-1222.00,"Physicians, Pathologists"
33,51-9191.00,Adhesive Bonding Machine Operators and Tenders
33,49-3021.00,Automotive Body and Related Repairers
33,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists"
33,53-7062.04,Recycling and Reclamation Workers
32,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
32,53-7061.00,Cleaners of Vehicles and Equipment
32,15-1251.00,Computer Programmers
32,51-2022.00,Electrical and Electronic Equipment Assemblers
32,45-3031.00,Fishing and Hunting Workers
32,37-3011.00,Landscaping and Groundskeeping Workers
32,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
32,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
31,23-1022.00,"Arbitrators, Mediators, and Conciliators"
31,15-2051.01,Business Intelligence Analysts
31,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
31,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
31,47-2082.00,Tapers
30,11-3111.00,Compensation and Benefits Managers
30,47-2061.00,Construction Laborers
30,53-7021.00,Crane and Tower Operators
30,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
30,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
30,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
30,51-4192.00,"Layout Workers, Metal and Plastic"
30,15-2021.00,Mathematicians
30,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
30,27-3043.05,"Poets, Lyricists and Creative Writers"
30,51-8021.00,Stationary Engineers and Boiler Operators
30,15-2041.00,Statisticians
29,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
29,41-9012.00,Models
29,19-1029.02,Molecular and Cellular Biologists
29,19-2012.00,Physicists
29,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
29,19-4099.01,Quality Control Analysts
29,47-5051.00,"Rock Splitters, Quarry"
29,47-2053.00,Terrazzo Workers and Finishers
29,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
28,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
28,51-9161.00,Computer Numerically Controlled Tool Operators
28,29-2011.01,Cytogenetic Technologists
28,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
28,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
28,51-8011.00,Nuclear Power Reactor Operators
28,47-2161.00,Plasterers and Stucco Masons
28,53-5031.00,Ship Engineers
28,51-4194.00,"Tool Grinders, Filers, and Sharpeners"
27,51-4062.00,"Patternmakers, Metal and Plastic"
27,13-1161.01,Search Marketing Strategists
27,51-9197.00,Tire Builders
26,19-2011.00,Astronomers
26,51-2021.00,"Coil Winders, Tapers, and Finishers"
26,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
26,51-7031.00,"Model Makers, Wood"
25,51-3092.00,Food Batchmakers
25,51-9198.00,Helpers--Production Workers
25,51-2092.00,Team Assemblers
25,15-1255.01,Video Game Designers
24,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
24,51-9111.00,Packaging and Filling Machine Operators and Tenders
23,19-4021.00,Biological Technicians
23,15-1243.01,Data Warehousing Specialists
23,51-9022.00,"Grinding and Polishing Workers, Hand"
23,39-9011.01,Nannies
23,51-4052.00,"Pourers and Casters, Metal"
22,45-2091.00,Agricultural Equipment Operators
22,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
22,19-1029.03,Geneticists
22,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
22,53-7063.00,Machine Feeders and Offbearers
21,45-4021.00,Fallers
21,51-4111.00,Tool and Die Makers
20,19-1021.00,Biochemists and Biophysicists
20,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
20,51-4071.00,Foundry Mold and Coremakers
20,15-1244.00,Network and Computer Systems Administrators
20,15-1253.00,Software Quality Assurance Analysts and Testers
19,53-7011.00,Conveyor Operators and Tenders
19,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
19,45-2041.00,"Graders and Sorters, Agricultural Products"
19,49-9041.00,Industrial Machinery Mechanics
19,19-4051.00,Nuclear Technicians
19,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
18,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
18,51-9141.00,Semiconductor Processing Technicians
17,51-9011.00,Chemical Equipment Operators and Tenders
17,51-8091.00,Chemical Plant and System Operators
17,51-4051.00,Metal-Refining Furnace Operators and Tenders
16,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
16,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
16,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
14,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
13,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
13,53-7031.00,Dredge Operators
12,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
12,51-6031.00,Sewing Machine Operators
11,51-7021.00,Furniture Finishers
11,51-2061.00,Timing Device Assemblers and Adjusters
11,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
10,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
10,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
6,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
6,47-5041.00,Continuous Mining Machine Operators
6,51-6042.00,Shoe Machine Operators and Tenders
5,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
4,51-9031.00,"Cutters and Trimmers, Hand"
4,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
4,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
2,47-5043.00,"Roof Bolters, Mining"
